Each Client SKU ID,Style,Color,Size,Total Available Quantity In CM,Kolkata
MPP664IRGXLR739,P664,IRG,XLR,119,20
MPP664KHI2XL739,P664,KHI,2XL,52,9
MPP664KHILAR739,P664,KHI,LAR,150,26
MPP664KHIMED739,P664,KHI,MED,106,18
MPP664KHIXLR739,P664,KHI,XLR,126,21
MPP664LTG2XL739,P664,LTG,2XL,57,10
MPP664LTGLAR739,P664,LTG,LAR,145,25
MPP664LTGMED739,P664,LTG,MED,101,17
MPP664LTGXLR739,P664,LTG,XLR,119,20
MPP664NYB2XL739,P664,NYB,2XL,60,10
MPP664NYBLAR739,P664,NYB,LAR,149,25
MPP664NYBMED739,P664,NYB,MED,127,20
MPP664NYBXLR739,P664,NYB,XLR,122,21
MPP675BLK3XL899,P675,BLK,3XL,22,4
MPP675BLK4XL899,P675,BLK,4XL,11,2
MPP675BLK5XL899,P675,BLK,5XL,18,3
MPP735BLE2XL929,P735,BLE,2XL,168,20
MPP735BLELAR929,P735,BLE,LAR,312,30
MPP735BLEMED929,P735,BLE,MED,248,20
MPP735BLEXLR929,P735,BLE,XLR,265,30
MPP735BLK2XL929,P735,BLK,2XL,350,20
MPP735BLKLAR929,P735,BLK,LAR,787,30
MPP735BLKMED929,P735,BLK,MED,492,20
MPP735BLKXLR929,P735,BLK,XLR,652,30
MPP735GFT2XL929,P735,GFT,2XL,167,20
MPP735GFTLAR929,P735,GFT,LAR,312,30
MPP735GFTMED929,P735,GFT,MED,248,20
MPP735GFTXLR929,P735,GFT,XLR,264,30
MPP735KHI2XL929,P735,KHI,2XL,153,20
MPP735KHILAR929,P735,KHI,LAR,323,30
MPP735KHIMED929,P735,KHI,MED,177,20
MPP735KHIXLR929,P735,KHI,XLR,357,30
MPP735LTG2XL929,P735,LTG,2XL,170,20
MPP735LTGLAR929,P735,LTG,LAR,313,30
MPP735LTGMED929,P735,LTG,MED,221,20
MPP735LTGXLR929,P735,LTG,XLR,284,30
MPP735NYB2XL929,P735,NYB,2XL,169,20
MPP735NYBLAR929,P735,NYB,LAR,312,30
MPP735NYBMED929,P735,NYB,MED,248,20
MPP735NYBXLR929,P735,NYB,XLR,235,30
MPP735WLG2XL929,P735,WLG,2XL,168,20
MPP735WLGLAR929,P735,WLG,LAR,312,30
MPP735WLGMED929,P735,WLG,MED,248,20
MPP735WLGXLR929,P735,WLG,XLR,265,30
MPP831BLK2XL679,P831,BLK,2XL,64,11
MPP831BLKLAR649,P831,BLK,LAR,61,10
MPP831BLKLAR679,P831,BLK,LAR,142,24
MPP831BLKMED649,P831,BLK,MED,62,11
MPP831BLKMED679,P831,BLK,MED,91,15
MPP831BLKXLR679,P831,BLK,XLR,151,26
MPP831CNG2XL679,P831,CNG,2XL,35,6
MPP831CNGLAR649,P831,CNG,LAR,31,5
MPP831CNGLAR679,P831,CNG,LAR,79,13
MPP831CNGMED649,P831,CNG,MED,41,7
MPP831CNGMED679,P831,CNG,MED,56,10
MPP831CNGXLR649,P831,CNG,XLR,35,6
MPP831CNGXLR679,P831,CNG,XLR,77,13
MPP831GFT2XL679,P831,GFT,2XL,37,6
MPP831GFTLAR649,P831,GFT,LAR,31,5
MPP831GFTLAR679,P831,GFT,LAR,81,14
MPP831GFTMED649,P831,GFT,MED,41,7
MPP831GFTMED679,P831,GFT,MED,55,9
MPP831GFTXLR649,P831,GFT,XLR,35,6
MPP831GFTXLR679,P831,GFT,XLR,80,14
MPP831KHI2XL679,P831,KHI,2XL,36,6
MPP831KHILAR649,P831,KHI,LAR,35,6
MPP831KHILAR679,P831,KHI,LAR,81,14
MPP831KHIMED649,P831,KHI,MED,38,6
MPP831KHIMED679,P831,KHI,MED,56,10
MPP831KHIXLR649,P831,KHI,XLR,34,6
MPP831KHIXLR679,P831,KHI,XLR,77,13
MPP831LTG2XL679,P831,LTG,2XL,32,5
MPP831LTGLAR679,P831,LTG,LAR,79,13
MPP831LTGMED679,P831,LTG,MED,49,8
MPP831LTGXLR679,P831,LTG,XLR,78,13
MPP831NYB2XL679,P831,NYB,2XL,27,5
MPP831NYBLAR679,P831,NYB,LAR,62,11
MPP831NYBMED679,P831,NYB,MED,46,8
MPP831NYBXLR679,P831,NYB,XLR,67,11
MPP831WLG2XL679,P831,WLG,2XL,34,6
MPP831WLGLAR679,P831,WLG,LAR,70,12
MPP831WLGXLR679,P831,WLG,XLR,71,12
MPP900BLK2XL799,P900,BLK,2XL,85,14
MPP900BLKLAR799,P900,BLK,LAR,137,23
MPP900BLKMED799,P900,BLK,MED,303,20
MPP900BLKXLR799,P900,BLK,XLR,162,28
MPP900GFT2XL799,P900,GFT,2XL,101,17
MPP900GFTLAR799,P900,GFT,LAR,138,23
MPP900GFTMED799,P900,GFT,MED,81,14
MPP900GFTXLR799,P900,GFT,XLR,190,30
MPP900NYB2XL799,P900,NYB,2XL,96,16
MPP900NYBLAR799,P900,NYB,LAR,156,27
MPP900NYBMED799,P900,NYB,MED,215,20
MPP900NYBXLR799,P900,NYB,XLR,215,30
MPP930BLK2XL669,P930,BLK,2XL,48,8
MPP930BLKLAR669,P930,BLK,LAR,115,20
MPP930BLKMED669,P930,BLK,MED,114,19
MPP930BLKXLR669,P930,BLK,XLR,78,13
MPP931BLK2XL769,P931,BLK,2XL,90,15
MPP931BLKLAR769,P931,BLK,LAR,33,6
MPP931BLKMED769,P931,BLK,MED,45,8
MPP931BLKXLR769,P931,BLK,XLR,33,6
MPP994BLE2XL999,P994,BLE,2XL,77,13
MPP994BLELAR999,P994,BLE,LAR,134,23
MPP994BLEMED999,P994,BLE,MED,175,20
MPP994BLEXLR999,P994,BLE,XLR,134,23
MPP994BLK2XL999,P994,BLK,2XL,227,20
MPP994BLKLAR999,P994,BLK,LAR,473,30
MPP994BLKMED999,P994,BLK,MED,517,20
MPP994BLKXLR999,P994,BLK,XLR,472,30
MPP994BOE2XL999,P994,BOE,2XL,76,13
MPP994BOELAR999,P994,BOE,LAR,134,23
MPP994BOEMED999,P994,BOE,MED,176,20
MPP994BOEXLR999,P994,BOE,XLR,134,23
MPP994GFT2XL999,P994,GFT,2XL,76,13
MPP994GFTLAR999,P994,GFT,LAR,134,23
MPP994GFTMED999,P994,GFT,MED,176,20
MPP994GFTXLR999,P994,GFT,XLR,134,23
MPP994OGY2XL999,P994,OGY,2XL,80,14
MPP994OGYLAR999,P994,OGY,LAR,140,24
MPP994OGYMED999,P994,OGY,MED,181,20
MPP994OGYXLR999,P994,OGY,XLR,144,24
MPPL86BLK2XL899,PL86,BLK,2XL,473,20
MPPL86BLKLAR899,PL86,BLK,LAR,801,30
MPPL86BLKMED899,PL86,BLK,MED,665,20
MPPL86BLKXLR899,PL86,BLK,XLR,583,30
MPPL86BTE2XL899,PL86,BTE,2XL,140,20
MPPL86BTELAR899,PL86,BTE,LAR,200,30
MPPL86BTEMED899,PL86,BTE,MED,212,20
MPPL86BTEXLR899,PL86,BTE,XLR,92,30
MPPL86GFT2XL899,PL86,GFT,2XL,161,20
MPPL86GFTLAR899,PL86,GFT,LAR,249,30
MPPL86GFTMED899,PL86,GFT,MED,237,20
MPPL86GFTXLR899,PL86,GFT,XLR,142,30
MPPL86NVY2XL899,PL86,NVY,2XL,140,20
MPPL86NVYLAR899,PL86,NVY,LAR,200,30
MPPL86NVYMED899,PL86,NVY,MED,213,20
MPPL86NVYXLR899,PL86,NVY,XLR,92,30
MPPL86WLG2XL899,PL86,WLG,2XL,147,20
MPPL86WLGLAR899,PL86,WLG,LAR,245,30
MPPL86WLGMED899,PL86,WLG,MED,230,20
MPPL86WLGXLR899,PL86,WLG,XLR,139,30
MSOR206BLK2XL599,OR206,BLK,2XL,432,20
MSOR206BLKLAR599,OR206,BLK,LAR,605,30
MSOR206BLKMED599,OR206,BLK,MED,588,20
MSOR206BLKXLR599,OR206,BLK,XLR,462,30
MSOR206BOE2XL599,OR206,BOE,2XL,216,20
MSOR206BOELAR599,OR206,BOE,LAR,282,30
MSOR206BOEMED599,OR206,BOE,MED,292,20
MSOR206BOEXLR599,OR206,BOE,XLR,210,30
MSOR206KHI2XL599,OR206,KHI,2XL,216,20
MSOR206KHILAR599,OR206,KHI,LAR,282,30
MSOR206KHIMED599,OR206,KHI,MED,294,20
MSOR206KHIXLR599,OR206,KHI,XLR,210,30
MSOR206NYB2XL599,OR206,NYB,2XL,216,20
